날짜/시간,화자,메시지,TMSSR,Potential
2026. 4. 22. 오전 10:47:45,교사,아직도 등차수열이 일차함수가 될 수 있다고 생각해?,Eliciting,High
2026. 4. 22. 오전 10:47:45,준수,x가 자연수밖에 없어서 안될 것 같긴한데 정확한 이유는 모르겠어요,,
2026. 4. 22. 오전 10:47:45,교사,일차함수의 정의역이 무엇이였는지 기억하니?,Facilitating,Low
2026. 4. 22. 오전 10:47:45,준수,실수 전체 집합이요. 아 등차수열은 그래서 일차함수가 될 순 없군요,,
2026. 4. 22. 오전 10:47:45,교사,잘했어. 그럼 등차수열이 함수가 될려면 정의역이 어떻게 되어야할까?,Extending,High
2026. 4. 22. 오전 10:56:51,교사,준수야 등차수열 그래프를 그려보니 어땠어?,,
2026. 4. 22. 오전 10:56:51,준수,"그래프를 그려 보니까 점들이 직선처럼 보여요.
그래서 등차수열은 그냥 일차함수라고 생각해도 되는 거 아닌가요?",,
2026. 4. 22. 오전 10:56:51,교사,왜 등차수열이 일차함수가 될 수 있었는지 준수의 생각을 더 자세히 들어보고싶어.,Eliciting,High
2026. 4. 22. 오전 10:56:51,준수,"등차수열도 일차함수처럼 1,2,3 이런 수를 대입해서 그래프를 나타내는거니깐 똑같다고 생각했어요",,
2026. 4. 22. 오전 10:56:51,교사,등차수열에는 자연수만 들어갈 수 있을까?,Eliciting,High
2026. 4. 22. 오전 10:56:51,준수,수열에서 n은 자연수라는 조건이 있어서 자연수만 들어갈 수 있어요,,
2026. 4. 22. 오전 10:56:51,교사,저번수업시간에 한 개념을 완벽히 이해했구나. 아직도 등차수열이 일차함수가 될 수 있다고 생각해?,Eliciting,Low
2026. 4. 22. 오전 10:56:51,준수,x가 자연수밖에 없어서 안될 것 같긴한데 정확한 이유는 모르겠어요,,
2026. 4. 22. 오전 10:56:51,교사,일차함수의 정의역이 무엇이였는지 기억하니?,Facilitating,Low
2026. 4. 22. 오전 10:56:51,준수,실수 전체 집합이요. 아 등차수열은 그래서 일차함수가 될 순 없군요,,
2026. 4. 22. 오전 10:56:51,교사,잘했어. 정의역이 실수 전체 집합이라는 점이 등차수열과 어떻게 다를까?,Facilitating,High
2026. 4. 22. 오전 10:56:51,준수,등차수열의 정의역은 자연수집합이니 그래프를 그렸을 때 직선처럼 이어질 수 없고 끊어져요,,
2026. 4. 22. 오전 11:25:09,교사,준수야 등차수열 그래프를 그려보니 어땠어?,,
2026. 4. 22. 오전 11:25:09,준수,"그래프를 그려 보니까 점들이 직선처럼 보여요.
그래서 등차수열은 그냥 일차함수라고 생각해도 되는 거 아닌가요?",,
2026. 4. 22. 오전 11:25:09,교사,왜 등차수열이 일차함수가 될 수 있었는지 준수의 생각을 더 자세히 들어보고싶어.,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,"등차수열도 일차함수처럼 1,2,3 이런 수를 대입해서 그래프를 나타내는거니깐 똑같다고 생각했어요",,
2026. 4. 22. 오전 11:25:09,교사,등차수열에는 자연수만 들어갈 수 있을까?,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,수열에서 n은 자연수라는 조건이 있어서 자연수만 들어갈 수 있어요,,
2026. 4. 22. 오전 11:25:09,교사,저번수업시간에 한 개념을 완벽히 이해했구나. 아직도 등차수열이 일차함수가 될 수 있다고 생각해?,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,x가 자연수밖에 없어서 안될 것 같긴한데 정확한 이유는 모르겠어요,,
2026. 4. 22. 오전 11:25:09,교사,일차함수의 정의역이 무엇이였는지 기억하니?,Eliciting,Low
2026. 4. 22. 오전 11:25:09,준수,정의역이 뭐였는지 기억이 잘 안나요,,
2026. 4. 22. 오전 11:25:09,교사,그럴수있어. 일차함수의 x에 어떤 수들을 넣을 수 있지?,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,"음... 등차수열이랑 비슷하게 1,2,3,4 같은 숫자들 넣는거 아닌가요?",,
2026. 4. 22. 오전 11:25:09,교사,일차함수에 분수가 들어가면 성립이 안되나?,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,되는것같아요 분수는 유리수니깐 유리수도 들어가요,,
2026. 4. 22. 오전 11:25:09,교사,또 어떤게 들어갈 수 있을까?,Eliciting,High
2026. 4. 22. 오전 11:25:09,준수,수직선에 점을 찍을 수 있는 수는 다 들어가는것같아요,,
2026. 4. 22. 오전 11:25:09,교사,수직선에 점을 찍을 수 있는 수를 뭐라고 했지?,Eliciting,Low
2026. 4. 22. 오전 11:25:09,준수,아 실수라고 했어요,,
2026. 4. 22. 오전 11:25:09,교사,"맞아 그렇다면, 등차수열과 일차함수는 x에 넣을 수 있는 수가 다른데 같다고 할 수 있을까?",Facilitating,High
2026. 4. 22. 오전 11:25:09,준수,잘모르겠어요,,
2026. 4. 22. 오전 11:25:09,교사,그럴수있지. 등차수열과 일차함수의 그래프를 한번 봐보자. 무슨 차이가 있는것같아?,Facilitating,High
2026. 4. 22. 오전 11:25:09,준수,"등차수열은 점이 많이 찍혀있긴하지만 끊겨있고, 일차함수는 다 이어져있어요.",,
2026. 4. 22. 오전 11:25:09,교사,왜 등차수열은 끊겨져있을까?,Facilitating,High
2026. 4. 22. 오전 11:25:09,준수,아! x에 자연수만 들어갈수있고 분수같은 애들은 못들어가니깐 그런거 아닐까요?,,
2026. 4. 22. 오전 11:25:09,교사,"그러면, 아직도 등차수열과 일차함수가 같다고 생각해?",Eliciting,Low
2026. 4. 22. 오전 11:25:09,준수,아니요. x에 들어갈 수 있는 수들이 다르니깐 등차수열은 일차함수가 될 수 없어요.,,
2026. 4. 22. 오전 11:33:56,교사,준수야 등차수열 그래프를 그려보니 어땠어?,,
2026. 4. 22. 오전 11:33:56,준수,"그래프를 그려 보니까 점들이 직선처럼 보여요.
그래서 등차수열은 그냥 일차함수라고 생각해도 되는 거 아닌가요?",,
2026. 4. 22. 오전 11:33:56,교사,왜 등차수열이 일차함수가 될 수 있었는지 준수의 생각을 더 자세히 들어보고싶어.,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,"등차수열도 일차함수처럼 1,2,3 이런 수를 대입해서 그래프를 나타내는거니깐 똑같다고 생각했어요",,
2026. 4. 22. 오전 11:33:56,교사,등차수열에는 자연수만 들어갈 수 있을까?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,수열에서 n은 자연수라는 조건이 있어서 자연수만 들어갈 수 있어요,,
2026. 4. 22. 오전 11:33:56,교사,저번수업시간에 한 개념을 완벽히 이해했구나. 아직도 등차수열이 일차함수가 될 수 있다고 생각해?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,x가 자연수밖에 없어서 안될 것 같긴한데 정확한 이유는 모르겠어요,,
2026. 4. 22. 오전 11:33:56,교사,네가 말한 대로 등차수열의 n은 자연수라는 점이 중요해. 그런데 일차함수의 정의역이 무엇이였는지 기억하니?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,정의역이 뭐였는지 기억이 잘 안나요,,
2026. 4. 22. 오전 11:33:56,교사,그럴수있어. 일차함수의 x에 어떤 수들을 넣을 수 있지?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,"음... 등차수열이랑 비슷하게 1,2,3,4 같은 숫자들 넣는거 아닌가요?",,
2026. 4. 22. 오전 11:33:56,교사,일차함수에 분수가 들어가면 성립이 안되나?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,되는것같아요 분수는 유리수니깐 유리수도 들어가요,,
2026. 4. 22. 오전 11:33:56,교사,또 어떤게 들어갈 수 있을까?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,수직선에 점을 찍을 수 있는 수는 다 들어가는것같아요,,
2026. 4. 22. 오전 11:33:56,교사,수직선에 점을 찍을 수 있는 수를 뭐라고 했지?,Eliciting,Low
2026. 4. 22. 오전 11:33:56,준수,아 실수라고 했어요,,
2026. 4. 22. 오전 11:33:56,교사,"맞아 실수의 정의를 정확하게 알고있네. 그렇다면, 등차수열과 일차함수는 x에 넣을 수 있는 수가 다른데 같다고 할 수 있을까?",Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,잘모르겠어요,,
2026. 4. 22. 오전 11:33:56,교사,그럴수있지. 등차수열과 일차함수의 그래프를 한번 봐보자. 무슨 차이가 있는것같아?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,"등차수열은 점이 많이 찍혀있긴하지만 끊겨있고, 일차함수는 다 이어져있어요.",,
2026. 4. 22. 오전 11:33:56,교사,왜 등차수열은 끊겨져있을까?,Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,아! x에 자연수만 들어갈수있고 분수같은 애들은 못들어가니깐 그런거 아닐까요?,,
2026. 4. 22. 오전 11:33:56,교사,"그러면, 아직도 등차수열과 일차함수가 같다고 생각해?",Eliciting,High
2026. 4. 22. 오전 11:33:56,준수,아니요. x에 들어갈 수 있는 수들이 다르니깐 등차수열은 일차함수가 될 수 없어요.,,
